fn_name;boxes;closures;coroutines;floats;fn_defs;fn_ptrs;generics;interior_muts;raw_ptrs;recursive_types;mut_refs;simd;unions
bstr::<impl core::convert::TryFrom<&'a bstr::ByteString> for &'a str>::try_from;0;0;0;0;0;0;3;0;1;7;0;0;0
bstr::<impl core::convert::From<rc::Rc<[u8]>> for rc::Rc<core::bstr::ByteStr>>::from;0;0;0;0;0;0;2;1;1;5;0;0;0
bstr::<impl core::convert::From<rc::Rc<core::bstr::ByteStr>> for rc::Rc<[u8]>>::from;0;0;0;0;0;0;2;1;1;5;0;0;0
bstr::<impl core::convert::From<sync::Arc<[u8]>> for sync::Arc<core::bstr::ByteStr>>::from;0;0;0;0;0;0;2;1;1;4;0;0;0
bstr::<impl core::convert::From<sync::Arc<core::bstr::ByteStr>> for sync::Arc<[u8]>>::from;0;0;0;0;0;0;2;1;1;4;0;0;0
bstr::<impl core::cmp::PartialEq<vec::Vec<u8>> for core::bstr::ByteStr>::eq;0;0;0;0;0;0;3;0;1;7;0;0;0
bstr::<impl core::cmp::PartialEq<core::bstr::ByteStr> for vec::Vec<u8>>::eq;0;0;0;0;0;0;3;0;1;7;0;0;0
bstr::<impl core::cmp::PartialEq<string::String> for core::bstr::ByteStr>::eq;0;0;0;0;0;0;3;0;1;7;0;0;0
bstr::<impl core::cmp::PartialEq<core::bstr::ByteStr> for string::String>::eq;0;0;0;0;0;0;3;0;1;7;0;0;0
bstr::<impl core::cmp::PartialEq<borrow::Cow<'a, core::bstr::ByteStr>> for &'a core::bstr::ByteStr>::eq;0;0;0;0;0;0;1;0;0;1;0;0;0
bstr::<impl core::cmp::PartialEq<&'a core::bstr::ByteStr> for borrow::Cow<'a, core::bstr::ByteStr>>::eq;0;0;0;0;0;0;1;0;0;1;0;0;0
bstr::<impl core::cmp::PartialOrd<borrow::Cow<'a, core::bstr::ByteStr>> for &'a core::bstr::ByteStr>::partial_cmp;0;0;0;0;0;0;1;0;0;1;0;0;0
bstr::<impl core::cmp::PartialOrd<&'a core::bstr::ByteStr> for borrow::Cow<'a, core::bstr::ByteStr>>::partial_cmp;0;0;0;0;0;0;1;0;0;1;0;0;0
bstr::<impl core::cmp::PartialEq<borrow::Cow<'a, str>> for &'a core::bstr::ByteStr>::eq;0;0;0;0;0;0;1;0;0;1;0;0;0
bstr::<impl core::cmp::PartialEq<&'a core::bstr::ByteStr> for borrow::Cow<'a, str>>::eq;0;0;0;0;0;0;1;0;0;1;0;0;0
bstr::<impl core::cmp::PartialOrd<borrow::Cow<'a, str>> for &'a core::bstr::ByteStr>::partial_cmp;0;0;0;0;0;0;1;0;0;1;0;0;0
bstr::<impl core::cmp::PartialOrd<&'a core::bstr::ByteStr> for borrow::Cow<'a, str>>::partial_cmp;0;0;0;0;0;0;1;0;0;1;0;0;0
bstr::<impl core::cmp::PartialEq<borrow::Cow<'a, [u8]>> for &'a core::bstr::ByteStr>::eq;0;0;0;0;0;0;1;0;0;1;0;0;0
